Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Change (KB)
lockfree_list,seize,remove,388933738496 KB,388933738496 KB,0 KB
lockfree_list,seize,remove,388933738496 KB,388933738496 KB,0 KB
lockfree_list,seize,remove,388933738496 KB,388933738496 KB,0 KB
lockfree_list,seize,remove,388933738496 KB,388933738496 KB,0 KB
lockfree_list,seize,remove,388933738496 KB,388933738496 KB,0 KB
lockfree_list,seize,remove,388933738496 KB,388934254592 KB,516096 KB
lockfree_list,seize,remove,388934254592 KB,388934254592 KB,0 KB
lockfree_list,seize,remove,388934254592 KB,388934254592 KB,0 KB
lockfree_list,seize,remove,388934254592 KB,388934254592 KB,0 KB
lockfree_list,seize,remove,388934254592 KB,388934254592 KB,0 KB
lockfree_list,seize,remove,388934254592 KB,388934254592 KB,0 KB
lockfree_list,seize,remove,388934254592 KB,388934008832 KB,-245760 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934008832 KB,0 KB
lockfree_list,seize,remove,388934008832 KB,388934529024 KB,520192 KB
lockfree_list,seize,remove,388934529024 KB,388934787072 KB,258048 KB
lockfree_list,seize,remove,388934787072 KB,388935819264 KB,1032192 KB
lockfree_list,seize,remove,388935819264 KB,388935561216 KB,-258048 KB
lockfree_list,seize,remove,388935561216 KB,388935561216 KB,0 KB
lockfree_list,seize,remove,388935561216 KB,388935819264 KB,258048 KB
lockfree_list,seize,remove,388935819264 KB,388935819264 KB,0 KB
lockfree_list,seize,remove,388935819264 KB,388936077312 KB,258048 KB
lockfree_list,seize,remove,388936077312 KB,388936077312 KB,0 KB
lockfree_list,seize,remove,388936077312 KB,388936073216 KB,-4096 KB
lockfree_list,seize,remove,388936073216 KB,388936609792 KB,536576 KB
lockfree_list,seize,remove,388936609792 KB,388936609792 KB,0 KB
lockfree_list,seize,remove,388936609792 KB,388936609792 KB,0 KB
lockfree_list,seize,remove,388936609792 KB,388936609792 KB,0 KB
lockfree_list,seize,remove,388936609792 KB,388936609792 KB,0 KB
lockfree_list,seize,remove,388936609792 KB,388936609792 KB,0 KB
lockfree_list,seize,remove,388936609792 KB,388936609792 KB,0 KB
lockfree_list,seize,remove,388936609792 KB,388936609792 KB,0 KB
lockfree_list,seize,remove,388936609792 KB,388937125888 KB,516096 KB
lockfree_list,seize,remove,388937125888 KB,388937641984 KB,516096 KB
lockfree_list,seize,remove,388937641984 KB,388938674176 KB,1032192 KB
lockfree_list,seize,remove,388938674176 KB,388938674176 KB,0 KB
lockfree_list,seize,remove,388938674176 KB,388939190272 KB,516096 KB
lockfree_list,seize,remove,388939190272 KB,388939190272 KB,0 KB
lockfree_list,seize,remove,388939190272 KB,388939190272 KB,0 KB
lockfree_list,seize,remove,388939190272 KB,388939190272 KB,0 KB
lockfree_list,seize,remove,388939190272 KB,388939190272 KB,0 KB
lockfree_list,seize,remove,388939190272 KB,388939190272 KB,0 KB
lockfree_list,seize,remove,388939190272 KB,388939468800 KB,278528 KB
lockfree_list,seize,remove,388939468800 KB,388939468800 KB,0 KB
lockfree_list,seize,remove,388939468800 KB,388940255232 KB,786432 KB
lockfree_list,seize,remove,388940255232 KB,388940025856 KB,-229376 KB
lockfree_list,seize,remove,388940025856 KB,388940025856 KB,0 KB
lockfree_list,seize,remove,388940025856 KB,388940541952 KB,516096 KB
lockfree_list,seize,remove,388940541952 KB,388941316096 KB,774144 KB
lockfree_list,seize,remove,388941316096 KB,388941058048 KB,-258048 KB
lockfree_list,seize,remove,388941058048 KB,388941316096 KB,258048 KB
lockfree_list,seize,remove,388941316096 KB,388941316096 KB,0 KB
lockfree_list,seize,remove,388941316096 KB,388941316096 KB,0 KB
lockfree_list,seize,remove,388941316096 KB,388941316096 KB,0 KB
lockfree_list,seize,remove,388941316096 KB,388941316096 KB,0 KB
lockfree_list,seize,remove,388941316096 KB,388941070336 KB,-245760 KB
lockfree_list,seize,remove,388941070336 KB,388941070336 KB,0 KB
lockfree_list,seize,remove,388941070336 KB,388941070336 KB,0 KB
lockfree_list,seize,remove,388941070336 KB,388941070336 KB,0 KB
lockfree_list,seize,remove,388941070336 KB,388941844480 KB,774144 KB
lockfree_list,seize,remove,388941844480 KB,388942741504 KB,897024 KB
lockfree_list,seize,remove,388942741504 KB,388942745600 KB,4096 KB
lockfree_list,seize,remove,388942745600 KB,388942745600 KB,0 KB
lockfree_list,seize,remove,388942745600 KB,388942745600 KB,0 KB
lockfree_list,seize,remove,388942745600 KB,388942745600 KB,0 KB
lockfree_list,seize,remove,388942745600 KB,388943003648 KB,258048 KB
lockfree_list,seize,remove,388943003648 KB,388943282176 KB,278528 KB
lockfree_list,seize,remove,388943282176 KB,388943282176 KB,0 KB
lockfree_list,seize,remove,388943282176 KB,388943282176 KB,0 KB
lockfree_list,seize,remove,388943282176 KB,388943282176 KB,0 KB
lockfree_list,seize,remove,388943282176 KB,388944605184 KB,1323008 KB
lockfree_list,seize,remove,388944605184 KB,388945256448 KB,651264 KB
lockfree_list,seize,remove,388945256448 KB,388945256448 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948369408 KB,0 KB
lockfree_list,crossbeam,insert,388948369408 KB,388948660224 KB,290816 KB
lockfree_list,crossbeam,insert,388948660224 KB,388948660224 KB,0 KB
lockfree_list,crossbeam,insert,388948660224 KB,388948660224 KB,0 KB
lockfree_list,crossbeam,insert,388948660224 KB,388948660224 KB,0 KB
lockfree_list,crossbeam,insert,388948660224 KB,388948414464 KB,-245760 KB
lockfree_list,crossbeam,insert,388948414464 KB,388948414464 KB,0 KB
lockfree_list,crossbeam,insert,388948414464 KB,388950831104 KB,2416640 KB
lockfree_list,crossbeam,insert,388950831104 KB,388951240704 KB,409600 KB
lockfree_list,crossbeam,insert,388951240704 KB,388954386432 KB,3145728 KB
lockfree_list,crossbeam,insert,388954386432 KB,388954386432 KB,0 KB
lockfree_list,crossbeam,insert,388954386432 KB,388954386432 KB,0 KB
lockfree_list,crossbeam,insert,388954386432 KB,388954386432 KB,0 KB
lockfree_list,crossbeam,insert,388954386432 KB,388954386432 KB,0 KB
lockfree_list,crossbeam,insert,388954386432 KB,388954386432 KB,0 KB
lockfree_list,crossbeam,insert,388954386432 KB,388954550272 KB,163840 KB
lockfree_list,crossbeam,insert,388954550272 KB,388954550272 KB,0 KB
lockfree_list,crossbeam,insert,388954550272 KB,388954550272 KB,0 KB
lockfree_list,crossbeam,insert,388954550272 KB,388954550272 KB,0 KB
lockfree_list,crossbeam,insert,388954550272 KB,388954550272 KB,0 KB
lockfree_list,crossbeam,insert,388954550272 KB,388954550272 KB,0 KB
lockfree_list,crossbeam,insert,388954550272 KB,388954808320 KB,258048 KB
lockfree_list,crossbeam,insert,388954808320 KB,388955066368 KB,258048 KB
lockfree_list,crossbeam,insert,388955066368 KB,388955066368 KB,0 KB
lockfree_list,crossbeam,insert,388955066368 KB,388955066368 KB,0 KB
lockfree_list,crossbeam,insert,388955066368 KB,388955324416 KB,258048 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955324416 KB,0 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955324416 KB,0 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955324416 KB,0 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955324416 KB,0 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955324416 KB,0 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955324416 KB,0 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955324416 KB,0 KB
lockfree_list,crossbeam,insert,388955324416 KB,388955582464 KB,258048 KB
lockfree_list,crossbeam,insert,388955582464 KB,388955582464 KB,0 KB
lockfree_list,crossbeam,insert,388955582464 KB,388955840512 KB,258048 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388955840512 KB,0 KB
lockfree_list,crossbeam,insert,388955840512 KB,388956098560 KB,258048 KB
lockfree_list,crossbeam,insert,388956098560 KB,388956356608 KB,258048 KB
lockfree_list,crossbeam,insert,388956356608 KB,388957130752 KB,774144 KB
lockfree_list,crossbeam,insert,388957130752 KB,388957904896 KB,774144 KB
lockfree_list,crossbeam,insert,388957904896 KB,388958162944 KB,258048 KB
lockfree_list,crossbeam,insert,388958162944 KB,388958162944 KB,0 KB
lockfree_list,crossbeam,insert,388958162944 KB,388958420992 KB,258048 KB
lockfree_list,crossbeam,insert,388958420992 KB,388958420992 KB,0 KB
lockfree_list,crossbeam,insert,388958420992 KB,388958679040 KB,258048 KB
lockfree_list,crossbeam,insert,388958679040 KB,388958679040 KB,0 KB
lockfree_list,crossbeam,insert,388958679040 KB,388958420992 KB,-258048 KB
lockfree_list,crossbeam,insert,388958420992 KB,388958420992 KB,0 KB
lockfree_list,crossbeam,insert,388958420992 KB,388958420992 KB,0 KB
lockfree_list,crossbeam,insert,388958420992 KB,388958699520 KB,278528 KB
lockfree_list,crossbeam,insert,388958699520 KB,388958699520 KB,0 KB
lockfree_list,crossbeam,insert,388958699520 KB,388958699520 KB,0 KB
lockfree_list,crossbeam,insert,388958699520 KB,388958957568 KB,258048 KB
lockfree_list,crossbeam,insert,388958957568 KB,388958957568 KB,0 KB
lockfree_list,crossbeam,insert,388958957568 KB,388958957568 KB,0 KB
lockfree_list,crossbeam,insert,388958957568 KB,388958973952 KB,16384 KB
lockfree_list,crossbeam,insert,388958973952 KB,388959490048 KB,516096 KB
lockfree_list,crossbeam,insert,388959490048 KB,388959748096 KB,258048 KB
lockfree_list,crossbeam,insert,388959748096 KB,388960264192 KB,516096 KB
lockfree_list,crossbeam,insert,388960264192 KB,388960264192 KB,0 KB
lockfree_list,crossbeam,insert,388960264192 KB,388960780288 KB,516096 KB
lockfree_list,crossbeam,insert,388960780288 KB,388960780288 KB,0 KB
lockfree_list,crossbeam,insert,388960780288 KB,388960780288 KB,0 KB
lockfree_list,crossbeam,insert,388960780288 KB,388960780288 KB,0 KB
lockfree_list,crossbeam,insert,388960780288 KB,388960534528 KB,-245760 KB
lockfree_list,crossbeam,insert,388960534528 KB,388960792576 KB,258048 KB
lockfree_list,crossbeam,insert,388960792576 KB,388960792576 KB,0 KB
lockfree_list,crossbeam,insert,388960792576 KB,388960792576 KB,0 KB
lockfree_list,crossbeam,insert,388960792576 KB,388960792576 KB,0 KB
lockfree_list,crossbeam,insert,388960792576 KB,388960792576 KB,0 KB
lockfree_list,crossbeam,insert,388960792576 KB,388962082816 KB,1290240 KB
lockfree_list,crossbeam,insert,388962082816 KB,388962082816 KB,0 KB
lockfree_list,crossbeam,insert,388962082816 KB,388962856960 KB,774144 KB
lockfree_list,crossbeam,insert,388962856960 KB,388963024896 KB,167936 KB
lockfree_list,crossbeam,insert,388963024896 KB,388963024896 KB,0 KB
lockfree_list,crossbeam,insert,388963024896 KB,388963024896 KB,0 KB
lockfree_list,crossbeam,insert,388963024896 KB,388963024896 KB,0 KB
lockfree_list,crossbeam,insert,388963024896 KB,388963303424 KB,278528 KB
lockfree_list,crossbeam,insert,388963303424 KB,388963303424 KB,0 KB
lockfree_list,crossbeam,insert,388963303424 KB,388963336192 KB,32768 KB
lockfree_list,crossbeam,insert,388963336192 KB,388963336192 KB,0 KB
lockfree_list,crossbeam,insert,388963336192 KB,388963594240 KB,258048 KB
lockfree_list,crossbeam,insert,388963594240 KB,388964368384 KB,774144 KB
lockfree_list,crossbeam,insert,388964368384 KB,388964368384 KB,0 KB
lockfree_list,crossbeam,insert,388964368384 KB,388964626432 KB,258048 KB
lockfree_list,crossbeam,insert,388964626432 KB,388964626432 KB,0 KB
lockfree_list,crossbeam,insert,388964626432 KB,388964884480 KB,258048 KB
lockfree_list,crossbeam,insert,388964884480 KB,388964896768 KB,12288 KB
lockfree_list,crossbeam,insert,388964896768 KB,388964651008 KB,-245760 KB
lockfree_list,crossbeam,insert,388964651008 KB,388964651008 KB,0 KB
lockfree_list,crossbeam,insert,388964651008 KB,388964909056 KB,258048 KB
lockfree_list,crossbeam,insert,388964909056 KB,388964909056 KB,0 KB
lockfree_list,crossbeam,insert,388964909056 KB,388966494208 KB,1585152 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969979904 KB,0 KB
lockfree_list,hazard_pointer,insert,388969979904 KB,388969783296 KB,-196608 KB
lockfree_list,hazard_pointer,insert,388969783296 KB,388969791488 KB,8192 KB
lockfree_list,hazard_pointer,insert,388969791488 KB,388969791488 KB,0 KB
lockfree_list,hazard_pointer,insert,388969791488 KB,388969791488 KB,0 KB
lockfree_list,hazard_pointer,insert,388969791488 KB,388969791488 KB,0 KB
lockfree_list,hazard_pointer,insert,388969791488 KB,388970086400 KB,294912 KB
lockfree_list,hazard_pointer,insert,388970086400 KB,388970086400 KB,0 KB
lockfree_list,hazard_pointer,insert,388970086400 KB,388970086400 KB,0 KB
lockfree_list,hazard_pointer,insert,388970086400 KB,388970086400 KB,0 KB
lockfree_list,hazard_pointer,insert,388970086400 KB,388970086400 KB,0 KB
lockfree_list,hazard_pointer,insert,388970086400 KB,388970086400 KB,0 KB
lockfree_list,hazard_pointer,insert,388970086400 KB,388970344448 KB,258048 KB
lockfree_list,hazard_pointer,insert,388970344448 KB,388970627072 KB,282624 KB
lockfree_list,hazard_pointer,insert,388970627072 KB,388975595520 KB,4968448 KB
lockfree_list,hazard_pointer,insert,388975595520 KB,388977008640 KB,1413120 KB
lockfree_list,hazard_pointer,insert,388977008640 KB,388995108864 KB,18100224 KB
lockfree_list,hazard_pointer,insert,388995108864 KB,388995108864 KB,0 KB
lockfree_list,hazard_pointer,insert,388995108864 KB,388995108864 KB,0 KB
lockfree_list,hazard_pointer,insert,388995108864 KB,388995108864 KB,0 KB
lockfree_list,hazard_pointer,insert,388995108864 KB,388995108864 KB,0 KB
lockfree_list,hazard_pointer,insert,388995108864 KB,388995108864 KB,0 KB
lockfree_list,hazard_pointer,insert,388995108864 KB,388995366912 KB,258048 KB
lockfree_list,hazard_pointer,insert,388995366912 KB,388996145152 KB,778240 KB
lockfree_list,hazard_pointer,insert,388996145152 KB,388996431872 KB,286720 KB
lockfree_list,hazard_pointer,insert,388996431872 KB,388996173824 KB,-258048 KB
lockfree_list,hazard_pointer,insert,388996173824 KB,388996173824 KB,0 KB
lockfree_list,hazard_pointer,insert,388996173824 KB,388996431872 KB,258048 KB
lockfree_list,hazard_pointer,insert,388996431872 KB,388996431872 KB,0 KB
lockfree_list,hazard_pointer,insert,388996431872 KB,388996431872 KB,0 KB
lockfree_list,hazard_pointer,insert,388996431872 KB,388995915776 KB,-516096 KB
lockfree_list,hazard_pointer,insert,388995915776 KB,388995657728 KB,-258048 KB
lockfree_list,hazard_pointer,insert,388995657728 KB,388995657728 KB,0 KB
lockfree_list,hazard_pointer,insert,388995657728 KB,388995657728 KB,0 KB
lockfree_list,hazard_pointer,insert,388995657728 KB,388996173824 KB,516096 KB
lockfree_list,hazard_pointer,insert,388996173824 KB,388995661824 KB,-512000 KB
lockfree_list,hazard_pointer,insert,388995661824 KB,388995919872 KB,258048 KB
lockfree_list,hazard_pointer,insert,388995919872 KB,388995919872 KB,0 KB
lockfree_list,hazard_pointer,insert,388995919872 KB,388996177920 KB,258048 KB
lockfree_list,hazard_pointer,insert,388996177920 KB,388996177920 KB,0 KB
lockfree_list,hazard_pointer,insert,388996177920 KB,388996177920 KB,0 KB
lockfree_list,hazard_pointer,insert,388996177920 KB,388996177920 KB,0 KB
lockfree_list,hazard_pointer,insert,388996177920 KB,388996177920 KB,0 KB
lockfree_list,hazard_pointer,insert,388996177920 KB,388996435968 KB,258048 KB
lockfree_list,hazard_pointer,insert,388996435968 KB,388996694016 KB,258048 KB
lockfree_list,hazard_pointer,insert,388996694016 KB,388996694016 KB,0 KB
lockfree_list,hazard_pointer,insert,388996694016 KB,388996694016 KB,0 KB
lockfree_list,hazard_pointer,insert,388996694016 KB,388996694016 KB,0 KB
lockfree_list,hazard_pointer,insert,388996694016 KB,388996694016 KB,0 KB
lockfree_list,hazard_pointer,insert,388996694016 KB,388996694016 KB,0 KB
lockfree_list,hazard_pointer,insert,388996694016 KB,388996177920 KB,-516096 KB
lockfree_list,hazard_pointer,insert,388996177920 KB,388996952064 KB,774144 KB
lockfree_list,hazard_pointer,insert,388996952064 KB,389000114176 KB,3162112 KB
lockfree_list,hazard_pointer,insert,389000114176 KB,388999856128 KB,-258048 KB
lockfree_list,hazard_pointer,insert,388999856128 KB,388999856128 KB,0 KB
lockfree_list,hazard_pointer,insert,388999856128 KB,388999856128 KB,0 KB
lockfree_list,hazard_pointer,insert,388999856128 KB,388999602176 KB,-253952 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,388999602176 KB,0 KB
lockfree_list,hazard_pointer,insert,388999602176 KB,389000376320 KB,774144 KB
lockfree_list,hazard_pointer,insert,389000376320 KB,389000044544 KB,-331776 KB
lockfree_list,hazard_pointer,insert,389000044544 KB,388999786496 KB,-258048 KB
lockfree_list,hazard_pointer,insert,388999786496 KB,388999786496 KB,0 KB
lockfree_list,hazard_pointer,insert,388999786496 KB,388999786496 KB,0 KB
lockfree_list,hazard_pointer,insert,388999786496 KB,388999786496 KB,0 KB
lockfree_list,hazard_pointer,insert,388999786496 KB,389000044544 KB,258048 KB
lockfree_list,hazard_pointer,insert,389000044544 KB,389000044544 KB,0 KB
lockfree_list,hazard_pointer,insert,389000044544 KB,389000044544 KB,0 KB
lockfree_list,hazard_pointer,insert,389000044544 KB,389000044544 KB,0 KB
lockfree_list,hazard_pointer,insert,389000044544 KB,389000044544 KB,0 KB
lockfree_list,hazard_pointer,insert,389000044544 KB,389000560640 KB,516096 KB
lockfree_list,hazard_pointer,insert,389000560640 KB,389000560640 KB,0 KB
lockfree_list,hazard_pointer,insert,389000560640 KB,389000560640 KB,0 KB
lockfree_list,hazard_pointer,insert,389000560640 KB,389000560640 KB,0 KB
lockfree_list,hazard_pointer,insert,389000560640 KB,389000818688 KB,258048 KB
lockfree_list,hazard_pointer,insert,389000818688 KB,389001375744 KB,557056 KB
lockfree_list,hazard_pointer,insert,389001375744 KB,389001482240 KB,106496 KB
lockfree_list,hazard_pointer,insert,389001482240 KB,389001740288 KB,258048 KB
lockfree_list,hazard_pointer,insert,389001740288 KB,389001998336 KB,258048 KB
lockfree_list,hazard_pointer,insert,389001998336 KB,389001998336 KB,0 KB
lockfree_list,hazard_pointer,insert,389001998336 KB,389001998336 KB,0 KB
lockfree_list,hazard_pointer,insert,389001998336 KB,389002031104 KB,32768 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002031104 KB,0 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002031104 KB,0 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002031104 KB,0 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002031104 KB,0 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002031104 KB,0 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002031104 KB,0 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002031104 KB,0 KB
lockfree_list,hazard_pointer,insert,389002031104 KB,389002805248 KB,774144 KB
lockfree_list,hazard_pointer,insert,389002805248 KB,389002805248 KB,0 KB
lockfree_list,hazard_pointer,insert,389002805248 KB,389002805248 KB,0 KB
lockfree_list,hazard_pointer,insert,389002805248 KB,389002805248 KB,0 KB
lockfree_list,hazard_pointer,insert,389002805248 KB,389003587584 KB,782336 KB
lockfree_list,hazard_pointer,insert,389003587584 KB,389003587584 KB,0 KB
lockfree_list,hazard_pointer,insert,389003587584 KB,389003329536 KB,-258048 KB
lockfree_list,hazard_pointer,insert,389003329536 KB,389003329536 KB,0 KB
lockfree_list,hazard_pointer,insert,389003329536 KB,389003329536 KB,0 KB
lockfree_list,hazard_pointer,insert,389003329536 KB,389003329536 KB,0 KB
lockfree_list,hazard_pointer,insert,389003329536 KB,389003071488 KB,-258048 KB
lockfree_list,hazard_pointer,insert,389003071488 KB,389003329536 KB,258048 KB
lockfree_list,hazard_pointer,insert,389003329536 KB,389003587584 KB,258048 KB
lockfree_list,hazard_pointer,insert,389003587584 KB,389003845632 KB,258048 KB
lockfree_list,hazard_pointer,insert,389003845632 KB,389004103680 KB,258048 KB
lockfree_list,hazard_pointer,insert,389004103680 KB,389004619776 KB,516096 KB
lockfree_list,hazard_pointer,insert,389004619776 KB,389004619776 KB,0 KB
lockfree_list,hazard_pointer,insert,389004619776 KB,389004619776 KB,0 KB
lockfree_list,hazard_pointer,insert,389004619776 KB,389004619776 KB,0 KB
lockfree_list,hazard_pointer,insert,389004619776 KB,389004877824 KB,258048 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003771904 KB,0 KB
lockfree_list,hazard_pointer,remove,389003771904 KB,389003735040 KB,-36864 KB
lockfree_list,hazard_pointer,remove,389003735040 KB,389003694080 KB,-40960 KB
lockfree_list,hazard_pointer,remove,389003694080 KB,389004210176 KB,516096 KB
lockfree_list,hazard_pointer,remove,389004210176 KB,389004210176 KB,0 KB
lockfree_list,hazard_pointer,remove,389004210176 KB,389004468224 KB,258048 KB
lockfree_list,hazard_pointer,remove,389004468224 KB,389004742656 KB,274432 KB
lockfree_list,hazard_pointer,remove,389004742656 KB,389004742656 KB,0 KB
lockfree_list,hazard_pointer,remove,389004742656 KB,389004742656 KB,0 KB
lockfree_list,hazard_pointer,remove,389004742656 KB,389004742656 KB,0 KB
