Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Change (KB)
lockfree_list,hazard_pointer,remove,389004742656 KB,389004742656 KB,0 KB
lockfree_list,hazard_pointer,remove,389004742656 KB,389004742656 KB,0 KB
lockfree_list,hazard_pointer,remove,389004742656 KB,389004742656 KB,0 KB
lockfree_list,hazard_pointer,remove,389004742656 KB,389004742656 KB,0 KB
lockfree_list,hazard_pointer,remove,389004742656 KB,389003968512 KB,-774144 KB
lockfree_list,hazard_pointer,remove,389003968512 KB,389003968512 KB,0 KB
lockfree_list,hazard_pointer,remove,389003968512 KB,389003968512 KB,0 KB
lockfree_list,hazard_pointer,remove,389003968512 KB,389005107200 KB,1138688 KB
lockfree_list,hazard_pointer,remove,389005107200 KB,389008068608 KB,2961408 KB
lockfree_list,hazard_pointer,remove,389008068608 KB,389008068608 KB,0 KB
lockfree_list,hazard_pointer,remove,389008068608 KB,389008068608 KB,0 KB
lockfree_list,hazard_pointer,remove,389008068608 KB,389008068608 KB,0 KB
lockfree_list,hazard_pointer,remove,389008068608 KB,389008326656 KB,258048 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389008326656 KB,0 KB
lockfree_list,hazard_pointer,remove,389008326656 KB,389009100800 KB,774144 KB
lockfree_list,hazard_pointer,remove,389009100800 KB,389009358848 KB,258048 KB
lockfree_list,hazard_pointer,remove,389009358848 KB,389009358848 KB,0 KB
lockfree_list,hazard_pointer,remove,389009358848 KB,389009358848 KB,0 KB
lockfree_list,hazard_pointer,remove,389009358848 KB,389009358848 KB,0 KB
lockfree_list,hazard_pointer,remove,389009358848 KB,389009129472 KB,-229376 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009129472 KB,0 KB
lockfree_list,hazard_pointer,remove,389009129472 KB,389009387520 KB,258048 KB
lockfree_list,hazard_pointer,remove,389009387520 KB,389009387520 KB,0 KB
lockfree_list,hazard_pointer,remove,389009387520 KB,389009387520 KB,0 KB
lockfree_list,hazard_pointer,remove,389009387520 KB,389009645568 KB,258048 KB
lockfree_list,hazard_pointer,remove,389009645568 KB,389010677760 KB,1032192 KB
lockfree_list,hazard_pointer,remove,389010677760 KB,389010677760 KB,0 KB
lockfree_list,hazard_pointer,remove,389010677760 KB,389012230144 KB,1552384 KB
lockfree_list,hazard_pointer,remove,389012230144 KB,389011460096 KB,-770048 KB
lockfree_list,hazard_pointer,remove,389011460096 KB,389011460096 KB,0 KB
lockfree_list,hazard_pointer,remove,389011460096 KB,389011976192 KB,516096 KB
lockfree_list,hazard_pointer,remove,389011976192 KB,389012234240 KB,258048 KB
lockfree_list,hazard_pointer,remove,389012234240 KB,389012234240 KB,0 KB
lockfree_list,hazard_pointer,remove,389012234240 KB,389012234240 KB,0 KB
lockfree_list,hazard_pointer,remove,389012234240 KB,389012234240 KB,0 KB
lockfree_list,hazard_pointer,remove,389012234240 KB,389012234240 KB,0 KB
lockfree_list,hazard_pointer,remove,389012234240 KB,389012234240 KB,0 KB
lockfree_list,hazard_pointer,remove,389012234240 KB,389012586496 KB,352256 KB
lockfree_list,hazard_pointer,remove,389012586496 KB,389012328448 KB,-258048 KB
lockfree_list,hazard_pointer,remove,389012328448 KB,389012328448 KB,0 KB
lockfree_list,hazard_pointer,remove,389012328448 KB,389012586496 KB,258048 KB
lockfree_list,hazard_pointer,remove,389012586496 KB,389013893120 KB,1306624 KB
lockfree_list,hazard_pointer,remove,389013893120 KB,389014409216 KB,516096 KB
lockfree_list,hazard_pointer,remove,389014409216 KB,389014695936 KB,286720 KB
lockfree_list,hazard_pointer,remove,389014695936 KB,389014179840 KB,-516096 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014179840 KB,0 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014179840 KB,0 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014179840 KB,0 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014179840 KB,0 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014179840 KB,0 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014179840 KB,0 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014179840 KB,0 KB
lockfree_list,hazard_pointer,remove,389014179840 KB,389014478848 KB,299008 KB
lockfree_list,hazard_pointer,remove,389014478848 KB,389015252992 KB,774144 KB
lockfree_list,hazard_pointer,remove,389015252992 KB,389015511040 KB,258048 KB
lockfree_list,hazard_pointer,remove,389015511040 KB,389015511040 KB,0 KB
lockfree_list,hazard_pointer,remove,389015511040 KB,389015511040 KB,0 KB
lockfree_list,hazard_pointer,remove,389015511040 KB,389015769088 KB,258048 KB
lockfree_list,hazard_pointer,remove,389015769088 KB,389015769088 KB,0 KB
lockfree_list,hazard_pointer,remove,389015769088 KB,389015769088 KB,0 KB
lockfree_list,hazard_pointer,remove,389015769088 KB,389015769088 KB,0 KB
lockfree_list,hazard_pointer,remove,389015769088 KB,389015769088 KB,0 KB
lockfree_list,hazard_pointer,remove,389015769088 KB,389016027136 KB,258048 KB
lockfree_list,hazard_pointer,remove,389016027136 KB,389016285184 KB,258048 KB
lockfree_list,hazard_pointer,remove,389016285184 KB,389016801280 KB,516096 KB
lockfree_list,hazard_pointer,remove,389016801280 KB,389017317376 KB,516096 KB
lockfree_list,hazard_pointer,remove,389017317376 KB,389017317376 KB,0 KB
lockfree_list,hazard_pointer,remove,389017317376 KB,389017317376 KB,0 KB
lockfree_list,hazard_pointer,remove,389017317376 KB,389017317376 KB,0 KB
lockfree_list,hazard_pointer,remove,389017317376 KB,389017317376 KB,0 KB
lockfree_list,hazard_pointer,remove,389017317376 KB,389017575424 KB,258048 KB
