Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Change (KB)
lockfree_hash_map,hazard_pointer,insert,387745247232 KB,387745247232 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387745247232 KB,387745247232 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387745247232 KB,387745247232 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387745247232 KB,387745247232 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387745247232 KB,387745247232 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779825664 KB,387779825664 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779825664 KB,387779825664 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779825664 KB,387779825664 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779825664 KB,387779825664 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779825664 KB,387779825664 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779825664 KB,387779825664 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779825664 KB,387779842048 KB,16384 KB
lockfree_hash_map,hazard_pointer,insert,387779842048 KB,387779842048 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779842048 KB,387779842048 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779842048 KB,387779842048 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779842048 KB,387779842048 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779842048 KB,387779842048 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779842048 KB,387779842048 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387779842048 KB,387777777664 KB,-2064384 KB
lockfree_hash_map,hazard_pointer,insert,387777777664 KB,387772616704 KB,-5160960 KB
lockfree_hash_map,hazard_pointer,insert,387772616704 KB,387761778688 KB,-10838016 KB
lockfree_hash_map,hazard_pointer,insert,387761778688 KB,387740102656 KB,-21676032 KB
lockfree_hash_map,hazard_pointer,insert,387740102656 KB,387698196480 KB,-41906176 KB
lockfree_hash_map,hazard_pointer,insert,387696910336 KB,387610324992 KB,-86585344 KB
lockfree_hash_map,hazard_pointer,insert,387610583040 KB,387439755264 KB,-170827776 KB
lockfree_hash_map,hazard_pointer,insert,387441561600 KB,387104444416 KB,-337117184 KB
lockfree_hash_map,hazard_pointer,insert,387105476608 KB,387105476608 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105476608 KB,387105476608 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105476608 KB,387105476608 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105476608 KB,387106127872 KB,651264 KB
lockfree_hash_map,hazard_pointer,insert,387106127872 KB,387106127872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106127872 KB,387106127872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106127872 KB,387106385920 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387105869824 KB,387105869824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105869824 KB,387105869824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105869824 KB,387105869824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106127872 KB,387106127872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106127872 KB,387106127872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106127872 KB,387106127872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106127872 KB,387106127872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105869824 KB,387105869824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105869824 KB,387104837632 KB,-1032192 KB
lockfree_hash_map,hazard_pointer,insert,387104837632 KB,387104583680 KB,-253952 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104583680 KB,387104583680 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104841728 KB,387104841728 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387104841728 KB,387105099776 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387105099776 KB,387105099776 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105099776 KB,387105357824 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105357824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105615872 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387105615872 KB,387105099776 KB,-516096 KB
lockfree_hash_map,hazard_pointer,insert,387105099776 KB,387105099776 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105099776 KB,387105099776 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105357824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105357824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105357824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105357824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105615872 KB,387105615872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105615872 KB,387105615872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105615872 KB,387105357824 KB,-258048 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105357824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387105357824 KB,387105615872 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387105873920 KB,387106131968 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387106131968 KB,387106131968 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106131968 KB,387106390016 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106390016 KB,387106390016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106648064 KB,387106906112 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387106906112 KB,387106906112 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106906112 KB,387106906112 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106906112 KB,387106906112 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387106906112 KB,387107405824 KB,499712 KB
lockfree_hash_map,hazard_pointer,insert,387107405824 KB,387107405824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387107405824 KB,387107405824 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387107405824 KB,387107663872 KB,258048 KB
lockfree_hash_map,hazard_pointer,insert,387107663872 KB,387107663872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387107663872 KB,387107663872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387107663872 KB,387107663872 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387108438016 KB,387108438016 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387108696064 KB,387109470208 KB,774144 KB
lockfree_hash_map,hazard_pointer,insert,387109470208 KB,387109212160 KB,-258048 KB
lockfree_hash_map,hazard_pointer,insert,387109212160 KB,387109212160 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387109212160 KB,387109212160 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387109212160 KB,387109212160 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387109212160 KB,387109212160 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387109212160 KB,387109212160 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387109212160 KB,387109212160 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387109212160 KB,387109728256 KB,516096 KB
lockfree_hash_map,hazard_pointer,insert,387110244352 KB,387110244352 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387110244352 KB,387108986880 KB,-1257472 KB
lockfree_hash_map,hazard_pointer,insert,387108986880 KB,387108986880 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387108986880 KB,387108986880 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387108986880 KB,387108986880 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387108986880 KB,387108986880 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387108986880 KB,387108986880 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387108986880 KB,387108986880 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387109244928 KB,387110027264 KB,782336 KB
lockfree_hash_map,hazard_pointer,insert,387110027264 KB,387110027264 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387110285312 KB,387110801408 KB,516096 KB
lockfree_hash_map,hazard_pointer,insert,387110801408 KB,387110801408 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387110543360 KB,387110543360 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387110543360 KB,387110543360 KB,0 KB
lockfree_hash_map,hazard_pointer,insert,387110543360 KB,387110543360 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387119276032 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119276032 KB,387118825472 KB,-450560 KB
lockfree_hash_map,hazard_pointer,remove,387119083520 KB,387119124480 KB,40960 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387119124480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387119124480 KB,387120156672 KB,1032192 KB
lockfree_hash_map,hazard_pointer,remove,387120156672 KB,387121963008 KB,1806336 KB
lockfree_hash_map,hazard_pointer,remove,387121963008 KB,387127144448 KB,5181440 KB
lockfree_hash_map,hazard_pointer,remove,387127144448 KB,387130892288 KB,3747840 KB
lockfree_hash_map,hazard_pointer,remove,387130892288 KB,387130892288 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387130892288 KB,387130892288 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387130892288 KB,387130892288 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387130892288 KB,387130892288 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387130892288 KB,387130892288 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387130892288 KB,387131150336 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387131150336 KB,387131666432 KB,516096 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131924480 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387131924480 KB,387131924480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131924480 KB,387131924480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131924480 KB,387131924480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131924480 KB,387131924480 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131924480 KB,387131666432 KB,-258048 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131666432 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387131666432 KB,387131924480 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387131924480 KB,387132182528 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387132182528 KB,387132698624 KB,516096 KB
lockfree_hash_map,hazard_pointer,remove,387132698624 KB,387133472768 KB,774144 KB
lockfree_hash_map,hazard_pointer,remove,387133472768 KB,387133730816 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387133730816 KB,387133988864 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387133988864 KB,387134246912 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134504960 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387134504960 KB,387134504960 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134504960 KB,387134504960 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134504960 KB,387134246912 KB,-258048 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387134246912 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387134246912 KB,387135537152 KB,1290240 KB
lockfree_hash_map,hazard_pointer,remove,387135537152 KB,387135537152 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387135537152 KB,387136053248 KB,516096 KB
lockfree_hash_map,hazard_pointer,remove,387136053248 KB,387137085440 KB,1032192 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137343488 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387137343488 KB,387137343488 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137343488 KB,387137343488 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137343488 KB,387137343488 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137343488 KB,387137085440 KB,-258048 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137085440 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137085440 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137085440 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137085440 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137085440 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137085440 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387137085440 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137085440 KB,387138633728 KB,1548288 KB
lockfree_hash_map,hazard_pointer,remove,387138633728 KB,387138633728 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387138633728 KB,387137617920 KB,-1015808 KB
lockfree_hash_map,hazard_pointer,remove,387137617920 KB,387137617920 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137617920 KB,387137875968 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387137875968 KB,387137875968 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387137875968 KB,387138134016 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387138134016 KB,387138650112 KB,516096 KB
lockfree_hash_map,hazard_pointer,remove,387138650112 KB,387138650112 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387138650112 KB,387138650112 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387138650112 KB,387138650112 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387138650112 KB,387138650112 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387138650112 KB,387139698688 KB,1048576 KB
lockfree_hash_map,hazard_pointer,remove,387139698688 KB,387140214784 KB,516096 KB
lockfree_hash_map,hazard_pointer,remove,387140214784 KB,387140472832 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387140472832 KB,387140231168 KB,-241664 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387140231168 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387140231168 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387140231168 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387140231168 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387140231168 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387140231168 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387140231168 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387140231168 KB,387141263360 KB,1032192 KB
lockfree_hash_map,hazard_pointer,remove,387141263360 KB,387141779456 KB,516096 KB
lockfree_hash_map,hazard_pointer,remove,387141779456 KB,387141779456 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387141779456 KB,387142037504 KB,258048 KB
lockfree_hash_map,hazard_pointer,remove,387142037504 KB,387142037504 KB,0 KB
lockfree_hash_map,hazard_pointer,remove,387142037504 KB,387142295552 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146473472 KB,387146473472 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146244096 KB,387146276864 KB,32768 KB
lockfree_hash_map,crossbeam,insert,387146276864 KB,387146551296 KB,274432 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146551296 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146551296 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146551296 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146551296 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146551296 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146551296 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146809344 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387146809344 KB,387146551296 KB,-258048 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387146551296 KB,0 KB
lockfree_hash_map,crossbeam,insert,387146551296 KB,387147915264 KB,1363968 KB
lockfree_hash_map,crossbeam,insert,387148689408 KB,387149258752 KB,569344 KB
lockfree_hash_map,crossbeam,insert,387149258752 KB,387152007168 KB,2748416 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387154108416 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387154108416 KB,387154108416 KB,0 KB
lockfree_hash_map,crossbeam,insert,387154108416 KB,387153850368 KB,-258048 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387153850368 KB,0 KB
lockfree_hash_map,crossbeam,insert,387153850368 KB,387154366464 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387154366464 KB,387154366464 KB,0 KB
lockfree_hash_map,crossbeam,insert,387154366464 KB,387154882560 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387154882560 KB,387155140608 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387155140608 KB,387155398656 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155656704 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387155656704 KB,387155656704 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155656704 KB,387155656704 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155656704 KB,387155656704 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
