Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Change (KB)
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155398656 KB,0 KB
lockfree_hash_map,crossbeam,insert,387155398656 KB,387155656704 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387155656704 KB,387156430848 KB,774144 KB
lockfree_hash_map,crossbeam,insert,387156430848 KB,387156430848 KB,0 KB
lockfree_hash_map,crossbeam,insert,387156688896 KB,387156688896 KB,0 KB
lockfree_hash_map,crossbeam,insert,387156688896 KB,387156946944 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387156946944 KB,387158499328 KB,1552384 KB
lockfree_hash_map,crossbeam,insert,387158499328 KB,387158499328 KB,0 KB
lockfree_hash_map,crossbeam,insert,387158499328 KB,387158499328 KB,0 KB
lockfree_hash_map,crossbeam,insert,387158499328 KB,387158499328 KB,0 KB
lockfree_hash_map,crossbeam,insert,387158499328 KB,387158499328 KB,0 KB
lockfree_hash_map,crossbeam,insert,387158499328 KB,387158499328 KB,0 KB
lockfree_hash_map,crossbeam,insert,387158499328 KB,387158757376 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387158757376 KB,387158757376 KB,0 KB
lockfree_hash_map,crossbeam,insert,387158757376 KB,387158757376 KB,0 KB
lockfree_hash_map,crossbeam,insert,387158757376 KB,387159273472 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387159273472 KB,387159789568 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387159789568 KB,387160047616 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387160047616 KB,387160563712 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387161337856 KB,387161337856 KB,0 KB
lockfree_hash_map,crossbeam,insert,387161337856 KB,387161595904 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387161337856 KB,387161337856 KB,0 KB
lockfree_hash_map,crossbeam,insert,387161337856 KB,387161337856 KB,0 KB
lockfree_hash_map,crossbeam,insert,387161337856 KB,387161337856 KB,0 KB
lockfree_hash_map,crossbeam,insert,387161337856 KB,387161600000 KB,262144 KB
lockfree_hash_map,crossbeam,insert,387161600000 KB,387161600000 KB,0 KB
lockfree_hash_map,crossbeam,insert,387161600000 KB,387161600000 KB,0 KB
lockfree_hash_map,crossbeam,insert,387162124288 KB,387162382336 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387162382336 KB,387162640384 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387162640384 KB,387162898432 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387163156480 KB,387163156480 KB,0 KB
lockfree_hash_map,crossbeam,insert,387163156480 KB,387162898432 KB,-258048 KB
lockfree_hash_map,crossbeam,insert,387162898432 KB,387162898432 KB,0 KB
lockfree_hash_map,crossbeam,insert,387162898432 KB,387162898432 KB,0 KB
lockfree_hash_map,crossbeam,insert,387162898432 KB,387162898432 KB,0 KB
lockfree_hash_map,crossbeam,insert,387162898432 KB,387162898432 KB,0 KB
lockfree_hash_map,crossbeam,insert,387162898432 KB,387162898432 KB,0 KB
lockfree_hash_map,crossbeam,insert,387163414528 KB,387163893760 KB,479232 KB
lockfree_hash_map,crossbeam,insert,387163893760 KB,387164151808 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387164151808 KB,387164151808 KB,0 KB
lockfree_hash_map,crossbeam,insert,387164151808 KB,387164151808 KB,0 KB
lockfree_hash_map,crossbeam,insert,387164151808 KB,387164409856 KB,258048 KB
lockfree_hash_map,crossbeam,insert,387164409856 KB,387164409856 KB,0 KB
lockfree_hash_map,crossbeam,insert,387164409856 KB,387164409856 KB,0 KB
lockfree_hash_map,crossbeam,insert,387164409856 KB,387164409856 KB,0 KB
lockfree_hash_map,crossbeam,insert,387164409856 KB,387164925952 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387164925952 KB,387165442048 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387165700096 KB,387165700096 KB,0 KB
lockfree_hash_map,crossbeam,insert,387165700096 KB,387166216192 KB,516096 KB
lockfree_hash_map,crossbeam,insert,387166216192 KB,387166216192 KB,0 KB
lockfree_hash_map,crossbeam,insert,387166216192 KB,387166216192 KB,0 KB
lockfree_hash_map,crossbeam,insert,387166216192 KB,387166216192 KB,0 KB
lockfree_hash_map,crossbeam,insert,387166216192 KB,387166216192 KB,0 KB
lockfree_hash_map,crossbeam,insert,387166216192 KB,387166216192 KB,0 KB
lockfree_hash_map,crossbeam,insert,387166474240 KB,387166990336 KB,516096 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387176071168 KB,0 KB
lockfree_hash_map,crossbeam,remove,387176071168 KB,387175915520 KB,-155648 KB
lockfree_hash_map,crossbeam,remove,387175915520 KB,387185557504 KB,9641984 KB
lockfree_hash_map,crossbeam,remove,387185557504 KB,387184242688 KB,-1314816 KB
lockfree_hash_map,crossbeam,remove,387184242688 KB,387187204096 KB,2961408 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187204096 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187204096 KB,387187322880 KB,118784 KB
lockfree_hash_map,crossbeam,remove,387187322880 KB,387187322880 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187322880 KB,387187322880 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187322880 KB,387187838976 KB,516096 KB
lockfree_hash_map,crossbeam,remove,387187838976 KB,387187838976 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187838976 KB,387187838976 KB,0 KB
lockfree_hash_map,crossbeam,remove,387187838976 KB,387188097024 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387188097024 KB,387188097024 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188097024 KB,387188355072 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188613120 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387188613120 KB,387188613120 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188613120 KB,387188613120 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188613120 KB,387188613120 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188613120 KB,387188355072 KB,-258048 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188355072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387188355072 KB,387188613120 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387188613120 KB,387188871168 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387188871168 KB,387189129216 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387189129216 KB,387189129216 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189129216 KB,387189129216 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189129216 KB,387190161408 KB,1032192 KB
lockfree_hash_map,crossbeam,remove,387190161408 KB,387189903360 KB,-258048 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387189903360 KB,0 KB
lockfree_hash_map,crossbeam,remove,387189903360 KB,387192492032 KB,2588672 KB
lockfree_hash_map,crossbeam,remove,387192492032 KB,387192774656 KB,282624 KB
lockfree_hash_map,crossbeam,remove,387192774656 KB,387192774656 KB,0 KB
lockfree_hash_map,crossbeam,remove,387192774656 KB,387193102336 KB,327680 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387193102336 KB,0 KB
lockfree_hash_map,crossbeam,remove,387193102336 KB,387195166720 KB,2064384 KB
lockfree_hash_map,crossbeam,remove,387195166720 KB,387195166720 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195166720 KB,387195166720 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195166720 KB,387195166720 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195166720 KB,387195166720 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195166720 KB,387195166720 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195166720 KB,387195191296 KB,24576 KB
lockfree_hash_map,crossbeam,remove,387195191296 KB,387195191296 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195191296 KB,387195191296 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195191296 KB,387195191296 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195191296 KB,387195191296 KB,0 KB
lockfree_hash_map,crossbeam,remove,387195191296 KB,387195449344 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387195449344 KB,387196035072 KB,585728 KB
lockfree_hash_map,crossbeam,remove,387196035072 KB,387196035072 KB,0 KB
lockfree_hash_map,crossbeam,remove,387196035072 KB,387196293120 KB,258048 KB
lockfree_hash_map,crossbeam,remove,387196293120 KB,387196293120 KB,0 KB
lockfree_hash_map,crossbeam,remove,387196293120 KB,387196293120 KB,0 KB
lockfree_hash_map,crossbeam,remove,387196293120 KB,387199926272 KB,3633152 KB
lockfree_hash_map,crossbeam,remove,387199926272 KB,387199946752 KB,20480 KB
lockfree_hash_map,crossbeam,remove,387199946752 KB,387199946752 KB,0 KB
lockfree_hash_map,crossbeam,remove,387199946752 KB,387199946752 KB,0 KB
lockfree_hash_map,crossbeam,remove,387199946752 KB,387199946752 KB,0 KB
lockfree_hash_map,crossbeam,remove,387199946752 KB,387202322432 KB,2375680 KB
lockfree_hash_map,crossbeam,remove,387202322432 KB,387202375680 KB,53248 KB
