Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Free Change (KB)
lockfree_queue,ref_counting,enqueue,2861412352 KB,2861719552 KB,307200 KB
lockfree_queue,ref_counting,enqueue,2862288896 KB,2862690304 KB,401408 KB
lockfree_queue,ref_counting,enqueue,2863124480 KB,2863210496 KB,86016 KB
lockfree_queue,ref_counting,enqueue,2862526464 KB,2862125056 KB,-401408 KB
lockfree_queue,ref_counting,enqueue,2860748800 KB,2859442176 KB,-1306624 KB
lockfree_queue,ref_counting,enqueue,2857848832 KB,2855284736 KB,-2564096 KB
lockfree_queue,ref_counting,enqueue,2853027840 KB,2853519360 KB,491520 KB
lockfree_queue,ref_counting,enqueue,2853814272 KB,2854387712 KB,573440 KB
lockfree_queue,ref_counting,enqueue,2854891520 KB,2855325696 KB,434176 KB
lockfree_queue,ref_counting,enqueue,2855968768 KB,2856611840 KB,643072 KB
lockfree_queue,ref_counting,enqueue,2857254912 KB,2857897984 KB,643072 KB
lockfree_queue,ref_counting,enqueue,2858541056 KB,2859184128 KB,643072 KB
lockfree_queue,ref_counting,enqueue,2859823104 KB,2860462080 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861101056 KB,2861531136 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2862170112 KB,2862391296 KB,221184 KB
lockfree_queue,ref_counting,enqueue,2862821376 KB,2862624768 KB,-196608 KB
lockfree_queue,ref_counting,enqueue,2861731840 KB,2860990464 KB,-741376 KB
lockfree_queue,ref_counting,enqueue,2859675648 KB,2857947136 KB,-1728512 KB
lockfree_queue,ref_counting,enqueue,2856148992 KB,2855464960 KB,-684032 KB
lockfree_queue,ref_counting,enqueue,2854154240 KB,2853679104 KB,-475136 KB
lockfree_queue,ref_counting,enqueue,2853134336 KB,2853425152 KB,290816 KB
lockfree_queue,ref_counting,enqueue,2853924864 KB,2854215680 KB,290816 KB
lockfree_queue,ref_counting,enqueue,2854854656 KB,2855424000 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2856062976 KB,2856701952 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2857414656 KB,2858053632 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858692608 KB,2859331584 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859970560 KB,2860609536 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861248512 KB,2861678592 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2862317568 KB,2862538752 KB,221184 KB
lockfree_queue,ref_counting,enqueue,2862899200 KB,2862772224 KB,-126976 KB
lockfree_queue,ref_counting,enqueue,2861670400 KB,2860847104 KB,-823296 KB
lockfree_queue,ref_counting,enqueue,2859257856 KB,2857738240 KB,-1519616 KB
lockfree_queue,ref_counting,enqueue,2856218624 KB,2855464960 KB,-753664 KB
lockfree_queue,ref_counting,enqueue,2854014976 KB,2853748736 KB,-266240 KB
lockfree_queue,ref_counting,enqueue,2853273600 KB,2853564416 KB,290816 KB
lockfree_queue,ref_counting,enqueue,2854064128 KB,2855137280 KB,1073152 KB
lockfree_queue,ref_counting,enqueue,2855776256 KB,2856345600 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2856984576 KB,2857623552 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858262528 KB,2858295296 KB,32768 KB
lockfree_queue,ref_counting,enqueue,2857234432 KB,2856062976 KB,-1171456 KB
lockfree_queue,ref_counting,enqueue,2854912000 KB,2853437440 KB,-1474560 KB
lockfree_queue,ref_counting,enqueue,2850971648 KB,2851610624 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2852827136 KB,2853466112 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2854105088 KB,2854744064 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2855383040 KB,2856022016 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2856660992 KB,2857299968 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2857938944 KB,2865061888 KB,7122944 KB
lockfree_queue,ref_counting,enqueue,2867597312 KB,2868236288 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868875264 KB,2869514240 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870153216 KB,2870792192 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871447552 KB,2872086528 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872725504 KB,2873364480 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874003456 KB,2874642432 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875281408 KB,2875850752 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2872590336 KB,2865012736 KB,-7577600 KB
lockfree_queue,ref_counting,enqueue,2860011520 KB,2860650496 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861289472 KB,2862485504 KB,1196032 KB
lockfree_queue,ref_counting,enqueue,2863124480 KB,2863763456 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864410624 KB,2865049600 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865688576 KB,2866327552 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867912704 KB,2868551680 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869288960 KB,2869927936 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870566912 KB,2871205888 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871844864 KB,2872483840 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873122816 KB,2873692160 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2874331136 KB,2874830848 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2872754176 KB,2868449280 KB,-4304896 KB
lockfree_queue,ref_counting,enqueue,2864005120 KB,2862067712 KB,-1937408 KB
lockfree_queue,ref_counting,enqueue,2860408832 KB,2861047808 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861686784 KB,2862325760 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862964736 KB,2863603712 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864242688 KB,2864881664 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865520640 KB,2866159616 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866798592 KB,2867437568 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868076544 KB,2868715520 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869354496 KB,2869993472 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870632448 KB,2871271424 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871910400 KB,2872549376 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859753472 KB,2860908544 KB,1155072 KB
lockfree_queue,ref_counting,enqueue,2861547520 KB,2862186496 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862825472 KB,2863464448 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864103424 KB,2864742400 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865381376 KB,2866020352 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866724864 KB,2868015104 KB,1290240 KB
lockfree_queue,ref_counting,enqueue,2869235712 KB,2869874688 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870513664 KB,2871152640 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871791616 KB,2872430592 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873069568 KB,2873638912 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2874277888 KB,2874568704 KB,290816 KB
lockfree_queue,ref_counting,enqueue,2874580992 KB,2872922112 KB,-1658880 KB
lockfree_queue,ref_counting,enqueue,2868060160 KB,2863755264 KB,-4304896 KB
lockfree_queue,ref_counting,enqueue,2861608960 KB,2861412352 KB,-196608 KB
lockfree_queue,ref_counting,enqueue,2861633536 KB,2862272512 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862948352 KB,2863587328 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864226304 KB,2864865280 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865504256 KB,2866143232 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866782208 KB,2867445760 KB,663552 KB
lockfree_queue,ref_counting,enqueue,2868084736 KB,2868723712 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869362688 KB,2870001664 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870640640 KB,2871279616 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871918592 KB,2872557568 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873196544 KB,2873622528 KB,425984 KB
lockfree_queue,ref_counting,enqueue,2874281984 KB,2873303040 KB,-978944 KB
lockfree_queue,ref_counting,enqueue,2870415360 KB,2866761728 KB,-3653632 KB
lockfree_queue,ref_counting,enqueue,2864488448 KB,2861228032 KB,-3260416 KB
lockfree_queue,ref_counting,enqueue,2860752896 KB,2861182976 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2861682688 KB,2862321664 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862960640 KB,2863599616 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864238592 KB,2864877568 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865516544 KB,2866147328 KB,630784 KB
lockfree_queue,ref_counting,enqueue,2866782208 KB,2867421184 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868060160 KB,2868699136 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869338112 KB,2869977088 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870616064 KB,2871255040 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871894016 KB,2872324096 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2872983552 KB,2872995840 KB,12288 KB
lockfree_queue,ref_counting,enqueue,2872659968 KB,2871767040 KB,-892928 KB
lockfree_queue,ref_counting,enqueue,2868924416 KB,2865594368 KB,-3330048 KB
lockfree_queue,ref_counting,enqueue,2863726592 KB,2861383680 KB,-2342912 KB
lockfree_queue,ref_counting,enqueue,2860978176 KB,2861408256 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2861838336 KB,2862477312 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863116288 KB,2863755264 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864394240 KB,2865033216 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865672192 KB,2866311168 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866950144 KB,2867589120 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868228096 KB,2868867072 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869506048 KB,2870145024 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870784000 KB,2871422976 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872061952 KB,2872492032 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2873131008 KB,2873143296 KB,12288 KB
lockfree_queue,ref_counting,enqueue,2872598528 KB,2871427072 KB,-1171456 KB
lockfree_queue,ref_counting,enqueue,2868723712 KB,2865672192 KB,-3051520 KB
lockfree_queue,ref_counting,enqueue,2863247360 KB,2861379584 KB,-1867776 KB
lockfree_queue,ref_counting,enqueue,2860974080 KB,2861473792 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2862182400 KB,2862927872 KB,745472 KB
lockfree_queue,ref_counting,enqueue,2863566848 KB,2864205824 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864844800 KB,2865483776 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866122752 KB,2866761728 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867400704 KB,2868039680 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868678656 KB,2869403648 KB,724992 KB
lockfree_queue,ref_counting,enqueue,2870042624 KB,2870681600 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871320576 KB,2871959552 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872598528 KB,2873028608 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2873667584 KB,2873679872 KB,12288 KB
lockfree_queue,ref_counting,enqueue,2872578048 KB,2871713792 KB,-864256 KB
lockfree_queue,ref_counting,enqueue,2865139712 KB,2860937216 KB,-4202496 KB
lockfree_queue,ref_counting,enqueue,2860113920 KB,2860752896 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861391872 KB,2862030848 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862669824 KB,2863308800 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863947776 KB,2864586752 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865225728 KB,2865864704 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866503680 KB,2867142656 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867781632 KB,2868420608 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869084160 KB,2869723136 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870362112 KB,2871001088 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871640064 KB,2872279040 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872918016 KB,2873573376 KB,655360 KB
lockfree_queue,ref_counting,enqueue,2874212352 KB,2874851328 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874793984 KB,2875432960 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867785728 KB,2859581440 KB,-8204288 KB
lockfree_queue,ref_counting,enqueue,2860220416 KB,2860859392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861498368 KB,2862133248 KB,634880 KB
lockfree_queue,ref_counting,enqueue,2862772224 KB,2863411200 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864050176 KB,2864689152 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865328128 KB,2865967104 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866925568 KB,2867789824 KB,864256 KB
lockfree_queue,ref_counting,enqueue,2869305344 KB,2869944320 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870583296 KB,2871222272 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871861248 KB,2872500224 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873139200 KB,2873778176 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874417152 KB,2875056128 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874998784 KB,2872991744 KB,-2007040 KB
lockfree_queue,ref_counting,enqueue,2869452800 KB,2860412928 KB,-9039872 KB
lockfree_queue,ref_counting,enqueue,2860425216 KB,2861064192 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861703168 KB,2862342144 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862981120 KB,2863620096 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864259072 KB,2864898048 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865537024 KB,2866176000 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866814976 KB,2867453952 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868092928 KB,2868731904 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869370880 KB,2870009856 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870648832 KB,2871287808 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871926784 KB,2872565760 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873204736 KB,2873843712 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874482688 KB,2875121664 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875064320 KB,2872639488 KB,-2424832 KB
lockfree_queue,ref_counting,enqueue,2867986432 KB,2859851776 KB,-8134656 KB
lockfree_queue,ref_counting,enqueue,2860490752 KB,2861129728 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861768704 KB,2862407680 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863046656 KB,2863685632 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864324608 KB,2864963584 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865602560 KB,2866241536 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866880512 KB,2867519488 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868158464 KB,2868797440 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869436416 KB,2870075392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870714368 KB,2871353344 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874732544 KB,2875371520 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876010496 KB,2876649472 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877288448 KB,2877927424 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877730816 KB,2875375616 KB,-2355200 KB
lockfree_queue,ref_counting,enqueue,2869747712 KB,2862657536 KB,-7090176 KB
lockfree_queue,ref_counting,enqueue,2863296512 KB,2863935488 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864574464 KB,2865213440 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865852416 KB,2866491392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867142656 KB,2867781632 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868420608 KB,2869059584 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869698560 KB,2870337536 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870976512 KB,2871615488 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872254464 KB,2872893440 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873532416 KB,2874171392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874810368 KB,2875449344 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876088320 KB,2876727296 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877366272 KB,2878005248 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876694528 KB,2875383808 KB,-1310720 KB
lockfree_queue,ref_counting,enqueue,2868641792 KB,2862735360 KB,-5906432 KB
lockfree_queue,ref_counting,enqueue,2863374336 KB,2864013312 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864652288 KB,2865291264 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865930240 KB,2866569216 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867216384 KB,2868109312 KB,892928 KB
lockfree_queue,ref_counting,enqueue,2868744192 KB,2869383168 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870579200 KB,2871214080 KB,634880 KB
lockfree_queue,ref_counting,enqueue,2871853056 KB,2872492032 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874798080 KB,2875420672 KB,622592 KB
lockfree_queue,ref_counting,enqueue,2876059648 KB,2876698624 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876604416 KB,2870185984 KB,-6418432 KB
lockfree_queue,ref_counting,enqueue,2866864128 KB,2866458624 KB,-405504 KB
lockfree_queue,ref_counting,enqueue,2865147904 KB,2865647616 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2866147328 KB,2866786304 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867425280 KB,2868064256 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868703232 KB,2869342208 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869981184 KB,2870620160 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871259136 KB,2871898112 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872537088 KB,2873176064 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873815040 KB,2874454016 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875092992 KB,2875731968 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876370944 KB,2877169664 KB,798720 KB
lockfree_queue,ref_counting,enqueue,2877808640 KB,2878447616 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2878459904 KB,2878054400 KB,-405504 KB
lockfree_queue,ref_counting,enqueue,2874585088 KB,2870628352 KB,-3956736 KB
lockfree_queue,ref_counting,enqueue,2866114560 KB,2866614272 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2865233920 KB,2865733632 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2866372608 KB,2867011584 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867650560 KB,2868289536 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868928512 KB,2869567488 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870206464 KB,2870845440 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871484416 KB,2872123392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872762368 KB,2873401344 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874040320 KB,2874679296 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875318272 KB,2875957248 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876596224 KB,2877235200 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877874176 KB,2878443520 KB,569344 KB
lockfree_queue,ref_counting,enqueue,2878525440 KB,2878050304 KB,-475136 KB
lockfree_queue,ref_counting,enqueue,2874580992 KB,2870136832 KB,-4444160 KB
lockfree_queue,ref_counting,enqueue,2866180096 KB,2866401280 KB,221184 KB
lockfree_queue,ref_counting,enqueue,2865299456 KB,2865799168 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2866438144 KB,2867077120 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867716096 KB,2868355072 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868994048 KB,2869633024 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870272000 KB,2870910976 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871549952 KB,2872188928 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872827904 KB,2873466880 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874105856 KB,2874744832 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875383808 KB,2876022784 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876661760 KB,2877300736 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877870080 KB,2878509056 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2878095360 KB,2871828480 KB,-6266880 KB
lockfree_queue,ref_counting,enqueue,2864828416 KB,2864304128 KB,-524288 KB
lockfree_queue,ref_counting,enqueue,2864943104 KB,2865582080 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866221056 KB,2866860032 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867499008 KB,2868137984 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868776960 KB,2869415936 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870054912 KB,2870693888 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871332864 KB,2871971840 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2872610816 KB,2873249792 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873888768 KB,2874527744 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2875166720 KB,2875805696 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2876444672 KB,2877083648 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2877722624 KB,2878361600 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2879000576 KB,2879639552 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2880278528 KB,2873466880 KB,-6811648 KB
lockfree_queue,ref_counting,enqueue,2865889280 KB,2864369664 KB,-1519616 KB
lockfree_queue,ref_counting,enqueue,2865008640 KB,2865647616 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866286592 KB,2866925568 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867564544 KB,2868203520 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868842496 KB,2869481472 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870120448 KB,2870329344 KB,208896 KB
lockfree_queue,ref_counting,enqueue,2857832448 KB,2857316352 KB,-516096 KB
lockfree_queue,ref_counting,enqueue,2856292352 KB,2858053632 KB,1761280 KB
lockfree_queue,ref_counting,enqueue,2870845440 KB,2863157248 KB,-7688192 KB
lockfree_queue,ref_counting,enqueue,2862952448 KB,2862989312 KB,36864 KB
lockfree_queue,ref_counting,enqueue,2848014336 KB,2847776768 KB,-237568 KB
lockfree_queue,ref_counting,enqueue,2847735808 KB,2847846400 KB,110592 KB
lockfree_queue,ref_counting,enqueue,2855305216 KB,2869714944 KB,14409728 KB
lockfree_queue,ref_counting,enqueue,2870550528 KB,2871599104 KB,1048576 KB
lockfree_queue,ref_counting,enqueue,2872029184 KB,2872668160 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873028608 KB,2873667584 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2874028032 KB,2874109952 KB,81920 KB
lockfree_queue,ref_counting,enqueue,2873913344 KB,2873159680 KB,-753664 KB
lockfree_queue,ref_counting,enqueue,2872541184 KB,2871160832 KB,-1380352 KB
lockfree_queue,ref_counting,enqueue,2869919744 KB,2867564544 KB,-2355200 KB
lockfree_queue,ref_counting,enqueue,2866880512 KB,2865709056 KB,-1171456 KB
lockfree_queue,ref_counting,enqueue,2865164288 KB,2861948928 KB,-3215360 KB
lockfree_queue,ref_counting,enqueue,2852540416 KB,2853150720 KB,610304 KB
lockfree_queue,ref_counting,enqueue,2853265408 KB,2853621760 KB,356352 KB
lockfree_queue,ref_counting,enqueue,2862333952 KB,2865553408 KB,3219456 KB
lockfree_queue,ref_counting,enqueue,2873106432 KB,2866728960 KB,-6377472 KB
lockfree_queue,ref_counting,enqueue,2860625920 KB,2861137920 KB,512000 KB
lockfree_queue,ref_counting,enqueue,2861637632 KB,2861527040 KB,-110592 KB
lockfree_queue,ref_counting,enqueue,2863173632 KB,2862460928 KB,-712704 KB
lockfree_queue,ref_counting,enqueue,2860691456 KB,2869837824 KB,9146368 KB
lockfree_queue,ref_counting,enqueue,2862882816 KB,2861203456 KB,-1679360 KB
lockfree_queue,ref_counting,enqueue,2848604160 KB,2847727616 KB,-876544 KB
lockfree_queue,ref_counting,enqueue,2847215616 KB,2847145984 KB,-69632 KB
lockfree_queue,ref_counting,enqueue,2846674944 KB,2855751680 KB,9076736 KB
lockfree_queue,ref_counting,enqueue,2864336896 KB,2870124544 KB,5787648 KB
lockfree_queue,ref_counting,enqueue,2870480896 KB,2872586240 KB,2105344 KB
lockfree_queue,ref_counting,enqueue,2872807424 KB,2873237504 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2873667584 KB,2873192448 KB,-475136 KB
lockfree_queue,ref_counting,enqueue,2872508416 KB,2872033280 KB,-475136 KB
lockfree_queue,ref_counting,enqueue,2871279616 KB,2870386688 KB,-892928 KB
lockfree_queue,ref_counting,enqueue,2869354496 KB,2868740096 KB,-614400 KB
lockfree_queue,ref_counting,enqueue,2868334592 KB,2867998720 KB,-335872 KB
lockfree_queue,ref_counting,enqueue,2867105792 KB,2867118080 KB,12288 KB
lockfree_queue,ref_counting,enqueue,2866782208 KB,2866933760 KB,151552 KB
lockfree_queue,ref_counting,enqueue,2867154944 KB,2867445760 KB,290816 KB
lockfree_queue,ref_counting,enqueue,2867945472 KB,2868305920 KB,360448 KB
lockfree_queue,ref_counting,enqueue,2868805632 KB,2869641216 KB,835584 KB
lockfree_queue,ref_counting,enqueue,2870140928 KB,2870779904 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871349248 KB,2871848960 KB,499712 KB
lockfree_queue,ref_counting,enqueue,2872279040 KB,2872918016 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2873139200 KB,2873217024 KB,77824 KB
lockfree_queue,ref_counting,enqueue,2873507840 KB,2873102336 KB,-405504 KB
lockfree_queue,ref_counting,enqueue,2872557568 KB,2872012800 KB,-544768 KB
lockfree_queue,ref_counting,enqueue,2871328768 KB,2870435840 KB,-892928 KB
lockfree_queue,ref_counting,enqueue,2869403648 KB,2868998144 KB,-405504 KB
lockfree_queue,ref_counting,enqueue,2868314112 KB,2868326400 KB,12288 KB
lockfree_queue,ref_counting,enqueue,2867224576 KB,2867236864 KB,12288 KB
