Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Free Change (KB)
lockfree_queue,ref_counting,enqueue,2850119680 KB,2850119680 KB,0 KB
lockfree_queue,ref_counting,enqueue,2850758656 KB,2848043008 KB,-2715648 KB
lockfree_queue,ref_counting,enqueue,2848043008 KB,2848681984 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2848124928 KB,2848124928 KB,0 KB
lockfree_queue,ref_counting,enqueue,2848763904 KB,2848763904 KB,0 KB
lockfree_queue,ref_counting,enqueue,2848763904 KB,2849402880 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2849402880 KB,2849402880 KB,0 KB
lockfree_queue,ref_counting,enqueue,2850041856 KB,2850041856 KB,0 KB
lockfree_queue,ref_counting,enqueue,2850041856 KB,2850680832 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2850680832 KB,2850680832 KB,0 KB
lockfree_queue,ref_counting,enqueue,2851319808 KB,2851319808 KB,0 KB
lockfree_queue,ref_counting,enqueue,2851319808 KB,2851958784 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2851958784 KB,2851958784 KB,0 KB
lockfree_queue,ref_counting,enqueue,2853335040 KB,2853335040 KB,0 KB
lockfree_queue,ref_counting,enqueue,2853335040 KB,2853974016 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2853974016 KB,2853974016 KB,0 KB
lockfree_queue,ref_counting,enqueue,2854612992 KB,2854612992 KB,0 KB
lockfree_queue,ref_counting,enqueue,2854612992 KB,2855251968 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2855251968 KB,2855251968 KB,0 KB
lockfree_queue,ref_counting,enqueue,2855890944 KB,2855890944 KB,0 KB
lockfree_queue,ref_counting,enqueue,2855890944 KB,2856542208 KB,651264 KB
lockfree_queue,ref_counting,enqueue,2856542208 KB,2856542208 KB,0 KB
lockfree_queue,ref_counting,enqueue,2857181184 KB,2857181184 KB,0 KB
lockfree_queue,ref_counting,enqueue,2857181184 KB,2857820160 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2857820160 KB,2857820160 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858459136 KB,2858459136 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858459136 KB,2859098112 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859098112 KB,2859098112 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859737088 KB,2859737088 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859737088 KB,2860376064 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2860376064 KB,2860376064 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861015040 KB,2861015040 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861015040 KB,2861654016 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861654016 KB,2861654016 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867826688 KB,2871734272 KB,3907584 KB
lockfree_queue,ref_counting,enqueue,2871734272 KB,2872373248 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871328768 KB,2871328768 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871967744 KB,2870505472 KB,-1462272 KB
lockfree_queue,ref_counting,enqueue,2870505472 KB,2871144448 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867314688 KB,2867314688 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867953664 KB,2864680960 KB,-3272704 KB
lockfree_queue,ref_counting,enqueue,2864680960 KB,2865111040 KB,430080 KB
lockfree_queue,ref_counting,enqueue,2860933120 KB,2860933120 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861572096 KB,2859692032 KB,-1880064 KB
lockfree_queue,ref_counting,enqueue,2859692032 KB,2860331008 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858799104 KB,2858799104 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859438080 KB,2859438080 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859438080 KB,2860077056 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2860077056 KB,2860077056 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860716032 KB,2860716032 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860716032 KB,2861355008 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861355008 KB,2861355008 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861993984 KB,2861993984 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861993984 KB,2862632960 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862632960 KB,2862632960 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863271936 KB,2863271936 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863271936 KB,2863910912 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863910912 KB,2863910912 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864549888 KB,2864549888 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864549888 KB,2865188864 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865188864 KB,2865188864 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865827840 KB,2866565120 KB,737280 KB
lockfree_queue,ref_counting,enqueue,2866565120 KB,2867204096 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867204096 KB,2867204096 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867843072 KB,2867843072 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867843072 KB,2868482048 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868482048 KB,2863861760 KB,-4620288 KB
lockfree_queue,ref_counting,enqueue,2857934848 KB,2857934848 KB,0 KB
lockfree_queue,ref_counting,enqueue,2857934848 KB,2858573824 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858573824 KB,2858573824 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859212800 KB,2859212800 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859212800 KB,2859851776 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859851776 KB,2859851776 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860490752 KB,2860490752 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860490752 KB,2861129728 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861129728 KB,2861129728 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861768704 KB,2861768704 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861768704 KB,2862407680 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862407680 KB,2862407680 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863046656 KB,2863063040 KB,16384 KB
lockfree_queue,ref_counting,enqueue,2863063040 KB,2863702016 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863702016 KB,2863702016 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864340992 KB,2864340992 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864340992 KB,2864975872 KB,634880 KB
lockfree_queue,ref_counting,enqueue,2864975872 KB,2864975872 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865614848 KB,2865614848 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865614848 KB,2866253824 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866253824 KB,2866253824 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866892800 KB,2866892800 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866892800 KB,2867531776 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867531776 KB,2867531776 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868269056 KB,2868269056 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868269056 KB,2868908032 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869047296 KB,2869047296 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869686272 KB,2869686272 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869686272 KB,2870325248 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870325248 KB,2870337536 KB,12288 KB
lockfree_queue,ref_counting,enqueue,2870976512 KB,2870976512 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870976512 KB,2871615488 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871197696 KB,2871197696 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871836672 KB,2871697408 KB,-139264 KB
lockfree_queue,ref_counting,enqueue,2871697408 KB,2872336384 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870247424 KB,2870247424 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870886400 KB,2867822592 KB,-3063808 KB
lockfree_queue,ref_counting,enqueue,2867822592 KB,2868461568 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863726592 KB,2863726592 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864365568 KB,2864017408 KB,-348160 KB
lockfree_queue,ref_counting,enqueue,2864017408 KB,2864656384 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2857623552 KB,2857623552 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858262528 KB,2858262528 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858262528 KB,2858901504 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858901504 KB,2858901504 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859540480 KB,2859540480 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859540480 KB,2860179456 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2860179456 KB,2860179456 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860818432 KB,2860818432 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860818432 KB,2861457408 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861457408 KB,2861457408 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862075904 KB,2862075904 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862075904 KB,2862714880 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862714880 KB,2862714880 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863353856 KB,2863353856 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863353856 KB,2863992832 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863992832 KB,2863992832 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864631808 KB,2864631808 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864631808 KB,2865270784 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865270784 KB,2865270784 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865909760 KB,2865909760 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865909760 KB,2866548736 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866548736 KB,2866548736 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867187712 KB,2867187712 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867187712 KB,2867826688 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867826688 KB,2867826688 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868465664 KB,2868465664 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868465664 KB,2869104640 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869104640 KB,2869104640 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869743616 KB,2869743616 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869743616 KB,2870382592 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870382592 KB,2870382592 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871021568 KB,2871021568 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871021568 KB,2871660544 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871173120 KB,2871173120 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871812096 KB,2870767616 KB,-1044480 KB
lockfree_queue,ref_counting,enqueue,2870767616 KB,2871406592 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870153216 KB,2870153216 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870792192 KB,2866614272 KB,-4177920 KB
lockfree_queue,ref_counting,enqueue,2866614272 KB,2867253248 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863284224 KB,2863284224 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863923200 KB,2863226880 KB,-696320 KB
lockfree_queue,ref_counting,enqueue,2863226880 KB,2863865856 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2857668608 KB,2857668608 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858307584 KB,2858307584 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858307584 KB,2858942464 KB,634880 KB
lockfree_queue,ref_counting,enqueue,2858942464 KB,2858942464 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859581440 KB,2859581440 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859581440 KB,2860220416 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2860220416 KB,2860220416 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860859392 KB,2860859392 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860859392 KB,2861498368 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861498368 KB,2861498368 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862137344 KB,2862137344 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862137344 KB,2862776320 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2862776320 KB,2862776320 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863415296 KB,2863415296 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863415296 KB,2864054272 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864054272 KB,2864091136 KB,36864 KB
lockfree_queue,ref_counting,enqueue,2864730112 KB,2864730112 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864730112 KB,2865340416 KB,610304 KB
lockfree_queue,ref_counting,enqueue,2865340416 KB,2865340416 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866581504 KB,2866581504 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866581504 KB,2867220480 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867220480 KB,2867220480 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867830784 KB,2867830784 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867830784 KB,2868469760 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868469760 KB,2867171328 KB,-1298432 KB
lockfree_queue,ref_counting,enqueue,2857250816 KB,2857250816 KB,0 KB
lockfree_queue,ref_counting,enqueue,2857512960 KB,2858151936 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858151936 KB,2858151936 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858790912 KB,2858790912 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858790912 KB,2859401216 KB,610304 KB
lockfree_queue,ref_counting,enqueue,2859401216 KB,2859401216 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860040192 KB,2860040192 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860040192 KB,2860650496 KB,610304 KB
lockfree_queue,ref_counting,enqueue,2860650496 KB,2860650496 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861289472 KB,2861289472 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861289472 KB,2861928448 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861928448 KB,2861928448 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862538752 KB,2862538752 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862538752 KB,2863177728 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863177728 KB,2863177728 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863788032 KB,2863788032 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863788032 KB,2864427008 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864427008 KB,2864427008 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865065984 KB,2865065984 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865065984 KB,2865704960 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865704960 KB,2865704960 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866315264 KB,2866315264 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866315264 KB,2866925568 KB,610304 KB
lockfree_queue,ref_counting,enqueue,2866946048 KB,2866946048 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867580928 KB,2867580928 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867580928 KB,2868219904 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868219904 KB,2868219904 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868858880 KB,2868858880 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868858880 KB,2869469184 KB,610304 KB
lockfree_queue,ref_counting,enqueue,2869469184 KB,2869469184 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870108160 KB,2870108160 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870108160 KB,2870747136 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2870747136 KB,2870747136 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871386112 KB,2871951360 KB,565248 KB
lockfree_queue,ref_counting,enqueue,2871672832 KB,2871672832 KB,0 KB
lockfree_queue,ref_counting,enqueue,2872119296 KB,2871283712 KB,-835584 KB
lockfree_queue,ref_counting,enqueue,2871296000 KB,2871918592 KB,622592 KB
lockfree_queue,ref_counting,enqueue,2869202944 KB,2869202944 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870128640 KB,2863443968 KB,-6684672 KB
lockfree_queue,ref_counting,enqueue,2863443968 KB,2864082944 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2856771584 KB,2856771584 KB,0 KB
lockfree_queue,ref_counting,enqueue,2857410560 KB,2857435136 KB,24576 KB
lockfree_queue,ref_counting,enqueue,2857435136 KB,2858074112 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858074112 KB,2858074112 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858713088 KB,2858713088 KB,0 KB
lockfree_queue,ref_counting,enqueue,2858713088 KB,2859352064 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859352064 KB,2859352064 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859991040 KB,2859991040 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859991040 KB,2860630016 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2860630016 KB,2860630016 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861268992 KB,2861268992 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861268992 KB,2861907968 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861907968 KB,2861907968 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862546944 KB,2862546944 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862546944 KB,2863185920 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863185920 KB,2863185920 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863824896 KB,2863824896 KB,0 KB
lockfree_queue,ref_counting,enqueue,2863824896 KB,2864463872 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864463872 KB,2864463872 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865102848 KB,2865102848 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865102848 KB,2865741824 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2865741824 KB,2865741824 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866380800 KB,2866380800 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866380800 KB,2867019776 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867019776 KB,2867019776 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867658752 KB,2867658752 KB,0 KB
lockfree_queue,ref_counting,enqueue,2867658752 KB,2868297728 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868297728 KB,2868297728 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868936704 KB,2868936704 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868936704 KB,2869575680 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869575680 KB,2869821440 KB,245760 KB
lockfree_queue,ref_counting,enqueue,2870460416 KB,2870460416 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870460416 KB,2871099392 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871099392 KB,2871099392 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871738368 KB,2871738368 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871738368 KB,2872377344 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871681024 KB,2871730176 KB,49152 KB
lockfree_queue,ref_counting,enqueue,2872369152 KB,2870976512 KB,-1392640 KB
lockfree_queue,ref_counting,enqueue,2870976512 KB,2871644160 KB,667648 KB
lockfree_queue,ref_counting,enqueue,2869555200 KB,2869555200 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870194176 KB,2862772224 KB,-7421952 KB
lockfree_queue,ref_counting,enqueue,2862772224 KB,2863411200 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2857213952 KB,2857213952 KB,0 KB
lockfree_queue,ref_counting,enqueue,2857852928 KB,2857852928 KB,0 KB
lockfree_queue,ref_counting,enqueue,2857852928 KB,2858491904 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2858491904 KB,2858491904 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859130880 KB,2859130880 KB,0 KB
lockfree_queue,ref_counting,enqueue,2859130880 KB,2859769856 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2859769856 KB,2859769856 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860421120 KB,2860421120 KB,0 KB
lockfree_queue,ref_counting,enqueue,2860421120 KB,2861060096 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2861191168 KB,2861191168 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861830144 KB,2861830144 KB,0 KB
lockfree_queue,ref_counting,enqueue,2861834240 KB,2862374912 KB,540672 KB
lockfree_queue,ref_counting,enqueue,2862301184 KB,2862301184 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862927872 KB,2862927872 KB,0 KB
lockfree_queue,ref_counting,enqueue,2862927872 KB,2863566848 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2863566848 KB,2863566848 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864205824 KB,2864205824 KB,0 KB
lockfree_queue,ref_counting,enqueue,2864205824 KB,2864844800 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2864844800 KB,2864844800 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865483776 KB,2865483776 KB,0 KB
lockfree_queue,ref_counting,enqueue,2865483776 KB,2866122752 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2866122752 KB,2866122752 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866761728 KB,2866761728 KB,0 KB
lockfree_queue,ref_counting,enqueue,2866761728 KB,2867400704 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2867400704 KB,2867400704 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868039680 KB,2868039680 KB,0 KB
lockfree_queue,ref_counting,enqueue,2868039680 KB,2868678656 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2868678656 KB,2868678656 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869317632 KB,2869317632 KB,0 KB
lockfree_queue,ref_counting,enqueue,2869317632 KB,2869956608 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2869956608 KB,2869956608 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870595584 KB,2870595584 KB,0 KB
lockfree_queue,ref_counting,enqueue,2870595584 KB,2871234560 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871234560 KB,2871234560 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871975936 KB,2871975936 KB,0 KB
lockfree_queue,ref_counting,enqueue,2871975936 KB,2872614912 KB,638976 KB
lockfree_queue,ref_counting,enqueue,2871918592 KB,2871918592 KB,0 KB
lockfree_queue,ref_counting,enqueue,2872557568 KB,2870259712 KB,-2297856 KB
lockfree_queue,ref_counting,dequeue,2809315328 KB,2809995264 KB,679936 KB
lockfree_queue,ref_counting,dequeue,2809872384 KB,2809962496 KB,90112 KB
lockfree_queue,ref_counting,dequeue,2810343424 KB,2810486784 KB,143360 KB
lockfree_queue,ref_counting,dequeue,2807549952 KB,2806009856 KB,-1540096 KB
lockfree_queue,ref_counting,dequeue,2800287744 KB,2804367360 KB,4079616 KB
lockfree_queue,ref_counting,dequeue,2806169600 KB,2802819072 KB,-3350528 KB
lockfree_queue,ref_counting,dequeue,2801954816 KB,2801463296 KB,-491520 KB
lockfree_queue,ref_counting,dequeue,2800852992 KB,2797735936 KB,-3117056 KB
lockfree_queue,ref_counting,dequeue,2795343872 KB,2795368448 KB,24576 KB
lockfree_queue,ref_counting,dequeue,2795413504 KB,2795229184 KB,-184320 KB
lockfree_queue,ref_counting,dequeue,2794582016 KB,2792587264 KB,-1994752 KB
lockfree_queue,ref_counting,dequeue,2791501824 KB,2791383040 KB,-118784 KB
lockfree_queue,ref_counting,dequeue,2791272448 KB,2790731776 KB,-540672 KB
lockfree_queue,ref_counting,dequeue,2789597184 KB,2789359616 KB,-237568 KB
lockfree_queue,ref_counting,dequeue,2788663296 KB,2788663296 KB,0 KB
lockfree_queue,ref_counting,dequeue,2788462592 KB,2787983360 KB,-479232 KB
lockfree_queue,ref_counting,dequeue,2787926016 KB,2787958784 KB,32768 KB
lockfree_queue,ref_counting,dequeue,2788220928 KB,2788335616 KB,114688 KB
lockfree_queue,ref_counting,dequeue,2788306944 KB,2788261888 KB,-45056 KB
lockfree_queue,ref_counting,dequeue,2788225024 KB,2788421632 KB,196608 KB
lockfree_queue,ref_counting,dequeue,2787819520 KB,2787045376 KB,-774144 KB
lockfree_queue,ref_counting,dequeue,2786144256 KB,2785337344 KB,-806912 KB
lockfree_queue,ref_counting,dequeue,2785001472 KB,2784747520 KB,-253952 KB
lockfree_queue,ref_counting,dequeue,2784210944 KB,2783956992 KB,-253952 KB
lockfree_queue,ref_counting,dequeue,2783670272 KB,2780372992 KB,-3297280 KB
lockfree_queue,ref_counting,dequeue,2778783744 KB,2778492928 KB,-290816 KB
lockfree_queue,ref_counting,dequeue,2776489984 KB,2775732224 KB,-757760 KB
lockfree_queue,ref_counting,dequeue,2775646208 KB,2775760896 KB,114688 KB
lockfree_queue,ref_counting,dequeue,2773475328 KB,2773315584 KB,-159744 KB
lockfree_queue,ref_counting,dequeue,2772205568 KB,2769461248 KB,-2744320 KB
lockfree_queue,ref_counting,dequeue,2768183296 KB,2767056896 KB,-1126400 KB
lockfree_queue,ref_counting,dequeue,2766995456 KB,2764685312 KB,-2310144 KB
lockfree_queue,ref_counting,dequeue,2763620352 KB,2761797632 KB,-1822720 KB
lockfree_queue,ref_counting,dequeue,2760667136 KB,2760314880 KB,-352256 KB
lockfree_queue,ref_counting,dequeue,2759020544 KB,2759180288 KB,159744 KB
lockfree_queue,ref_counting,dequeue,2759172096 KB,2758975488 KB,-196608 KB
lockfree_queue,ref_counting,dequeue,2759204864 KB,2759540736 KB,335872 KB
lockfree_queue,ref_counting,dequeue,2759684096 KB,2760056832 KB,372736 KB
lockfree_queue,ref_counting,dequeue,2759430144 KB,2759671808 KB,241664 KB
lockfree_queue,ref_counting,dequeue,2760081408 KB,2760232960 KB,151552 KB
lockfree_queue,ref_counting,dequeue,2760278016 KB,2759380992 KB,-897024 KB
lockfree_queue,ref_counting,dequeue,2759102464 KB,2759397376 KB,294912 KB
lockfree_queue,ref_counting,dequeue,2759651328 KB,2759917568 KB,266240 KB
lockfree_queue,ref_counting,dequeue,2759872512 KB,2760032256 KB,159744 KB
lockfree_queue,ref_counting,dequeue,2760032256 KB,2760302592 KB,270336 KB
lockfree_queue,ref_counting,dequeue,2759946240 KB,2758627328 KB,-1318912 KB
lockfree_queue,ref_counting,dequeue,2758885376 KB,2758811648 KB,-73728 KB
